DAYS,DATE,FGOR,FGPR,FOPR,FWPR,WBHP:INJE1,WBHP:PRODU2,WBHP:PRODU3,WBHP:PRODU4,WBHP:PRODU5,WBHP:PRODU6,WBHP:PRODU7,WBHP:PRODU8,WBHP:PRODU9,WBHP:PRODU10,WBHP:PRODU11,WBHP:PRODU12,WBHP:PRODU13,WBHP:PRODU14,WBHP:PRODU15,WBHP:PRODU16,WBHP:PRODU17,WBHP:PRODU18,WBHP:PRODU19,WBHP:PRODU20,WBHP:PRODU21,WBHP:PRODU22,WBHP:PRODU23,WBHP:PRODU24,WBHP:PRODU25,WBHP:PRODU26,WGIR:INJE1,WGIR:PRODU2,WGIR:PRODU3,WGIR:PRODU4,WGIR:PRODU5,WGIR:PRODU6,WGIR:PRODU7,WGIR:PRODU8,WGIR:PRODU9,WGIR:PRODU10,WGIR:PRODU11,WGIR:PRODU12,WGIR:PRODU13,WGIR:PRODU14,WGIR:PRODU15,WGIR:PRODU16,WGIR:PRODU17,WGIR:PRODU18,WGIR:PRODU19,WGIR:PRODU20,WGIR:PRODU21,WGIR:PRODU22,WGIR:PRODU23,WGIR:PRODU24,WGIR:PRODU25,WGIR:PRODU26,WGPR:INJE1,WGPR:PRODU2,WGPR:PRODU3,WGPR:PRODU4,WGPR:PRODU5,WGPR:PRODU6,WGPR:PRODU7,WGPR:PRODU8,WGPR:PRODU9,WGPR:PRODU10,WGPR:PRODU11,WGPR:PRODU12,WGPR:PRODU13,WGPR:PRODU14,WGPR:PRODU15,WGPR:PRODU16,WGPR:PRODU17,WGPR:PRODU18,WGPR:PRODU19,WGPR:PRODU20,WGPR:PRODU21,WGPR:PRODU22,WGPR:PRODU23,WGPR:PRODU24,WGPR:PRODU25,WGPR:PRODU26,WGPT:INJE1,WGPT:PRODU2,WGPT:PRODU3,WGPT:PRODU4,WGPT:PRODU5,WGPT:PRODU6,WGPT:PRODU7,WGPT:PRODU8,WGPT:PRODU9,WGPT:PRODU10,WGPT:PRODU11,WGPT:PRODU12,WGPT:PRODU13,WGPT:PRODU14,WGPT:PRODU15,WGPT:PRODU16,WGPT:PRODU17,WGPT:PRODU18,WGPT:PRODU19,WGPT:PRODU20,WGPT:PRODU21,WGPT:PRODU22,WGPT:PRODU23,WGPT:PRODU24,WGPT:PRODU25,WGPT:PRODU26,WOIR:INJE1,WOIR:PRODU2,WOIR:PRODU3,WOIR:PRODU4,WOIR:PRODU5,WOIR:PRODU6,WOIR:PRODU7,WOIR:PRODU8,WOIR:PRODU9,WOIR:PRODU10,WOIR:PRODU11,WOIR:PRODU12,WOIR:PRODU13,WOIR:PRODU14,WOIR:PRODU15,WOIR:PRODU16,WOIR:PRODU17,WOIR:PRODU18,WOIR:PRODU19,WOIR:PRODU20,WOIR:PRODU21,WOIR:PRODU22,WOIR:PRODU23,WOIR:PRODU24,WOIR:PRODU25,WOIR:PRODU26,WOPR:INJE1,WOPR:PRODU2,WOPR:PRODU3,WOPR:PRODU4,WOPR:PRODU5,WOPR:PRODU6,WOPR:PRODU7,WOPR:PRODU8,WOPR:PRODU9,WOPR:PRODU10,WOPR:PRODU11,WOPR:PRODU12,WOPR:PRODU13,WOPR:PRODU14,WOPR:PRODU15,WOPR:PRODU16,WOPR:PRODU17,WOPR:PRODU18,WOPR:PRODU19,WOPR:PRODU20,WOPR:PRODU21,WOPR:PRODU22,WOPR:PRODU23,WOPR:PRODU24,WOPR:PRODU25,WOPR:PRODU26,WOPT:INJE1,WOPT:PRODU2,WOPT:PRODU3,WOPT:PRODU4,WOPT:PRODU5,WOPT:PRODU6,WOPT:PRODU7,WOPT:PRODU8,WOPT:PRODU9,WOPT:PRODU10,WOPT:PRODU11,WOPT:PRODU12,WOPT:PRODU13,WOPT:PRODU14,WOPT:PRODU15,WOPT:PRODU16,WOPT:PRODU17,WOPT:PRODU18,WOPT:PRODU19,WOPT:PRODU20,WOPT:PRODU21,WOPT:PRODU22,WOPT:PRODU23,WOPT:PRODU24,WOPT:PRODU25,WOPT:PRODU26,WWIR:INJE1,WWIR:PRODU2,WWIR:PRODU3,WWIR:PRODU4,WWIR:PRODU5,WWIR:PRODU6,WWIR:PRODU7,WWIR:PRODU8,WWIR:PRODU9,WWIR:PRODU10,WWIR:PRODU11,WWIR:PRODU12,WWIR:PRODU13,WWIR:PRODU14,WWIR:PRODU15,WWIR:PRODU16,WWIR:PRODU17,WWIR:PRODU18,WWIR:PRODU19,WWIR:PRODU20,WWIR:PRODU21,WWIR:PRODU22,WWIR:PRODU23,WWIR:PRODU24,WWIR:PRODU25,WWIR:PRODU26,WWPR:INJE1,WWPR:PRODU2,WWPR:PRODU3,WWPR:PRODU4,WWPR:PRODU5,WWPR:PRODU6,WWPR:PRODU7,WWPR:PRODU8,WWPR:PRODU9,WWPR:PRODU10,WWPR:PRODU11,WWPR:PRODU12,WWPR:PRODU13,WWPR:PRODU14,WWPR:PRODU15,WWPR:PRODU16,WWPR:PRODU17,WWPR:PRODU18,WWPR:PRODU19,WWPR:PRODU20,WWPR:PRODU21,WWPR:PRODU22,WWPR:PRODU23,WWPR:PRODU24,WWPR:PRODU25,WWPR:PRODU26,WWPT:INJE1,WWPT:PRODU2,WWPT:PRODU3,WWPT:PRODU4,WWPT:PRODU5,WWPT:PRODU6,WWPT:PRODU7,WWPT:PRODU8,WWPT:PRODU9,WWPT:PRODU10,WWPT:PRODU11,WWPT:PRODU12,WWPT:PRODU13,WWPT:PRODU14,WWPT:PRODU15,WWPT:PRODU16,WWPT:PRODU17,WWPT:PRODU18,WWPT:PRODU19,WWPT:PRODU20,WWPT:PRODU21,WWPT:PRODU22,WWPT:PRODU23,WWPT:PRODU24,WWPT:PRODU25,WWPT:PRODU26
 700.00,01-Dec-2016,1030.32,84859.3,14669.4,3508.1,4000,1000,1000,1000,1000,1000,1000,1042.73,1000,1000,1000,1000,1000,1430.17,1000,1000,1000,1000,1000,1000,1000,1000,1000,1220.55,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3539.83,2509.19,6698.51,3353.51,674.744,6850.05,7921.18,998.726,4207.93,569.273,998,4423.45,8280.59,1945.85,847.072,3350.65,6165.6,3498.3,3858.3,866.633,906.853,349.748,8162.69,3664.24,218.385,-0,3.67913e+06,2.9185e+06,3.21514e+06,3.12329e+06,1.7557e+06,4.75294e+06,3.77783e+06,1.0967e+06,3.32442e+06,1.09574e+06,1.45101e+06,3.37957e+06,4.46024e+06,2.08395e+06,1.20191e+06,2.83853e+06,3.2623e+06,3.22797e+06,3.07918e+06,875076,1.30701e+06,414507,3.01193e+06,2.83152e+06,291010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,344.558,328.74,1354.01,601.127,126.3,655.922,1500,145.265,753.619,98.5464,166.017,675.437,1500,464.031,170.255,672.157,1249.6,676.726,495.59,152.834,216.892,59.8071,1500,696.404,65.5449,-0,683734,709029,961230,832246,586972,840318,966000,392552,914958,465363,518221,829459,966000,825710,456311,821246,947048,865225,730024,287701,490214,182910,966000,848364,145996,1629.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6.28999e-05,0.00802462,304.586,0.0334397,22.3157,-0,0.0325282,117.648,39.4631,121.898,78.0605,1.3645e-05,0.0452156,81.987,55.1459,2112.69,0.111006,1.16195,-0,0.00295065,180.53,145.657,151.254,0.032738,95.4351,-0,0.0233551,10.9532,56099.4,33.5843,2520.76,-0,15.4044,47664.7,2115.04,40313.5,24958.2,0.00221995,13.7977,10154.7,21565.2,1.1111e+06,60.7152,267.432,-0,3.67359,94369.8,85905.6,21389.2,28.5742,44604.9
 710.00,11-Dec-2016,1027.91,83527.9,14473,3497.32,4000,1000,1000,1000,1000,1000,1000,1037,1000,1000,1000,1000,1000,1421.66,1000,1000,1000,1000,1000,1000,1000,1000,1000,1206.08,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3469.66,2458.03,6483.07,3269.67,625.247,6723.56,7846.37,974.503,4062.97,559.509,981.333,4334.39,8280.52,1908.54,831.863,3295.79,6102.14,3436.58,3824.14,857.141,886.559,343.396,8190.37,3569.98,212.605,-0,3.71383e+06,2.94309e+06,3.27997e+06,3.15599e+06,1.76196e+06,4.82018e+06,3.8563e+06,1.10644e+06,3.36505e+06,1.10134e+06,1.46083e+06,3.42292e+06,4.54304e+06,2.10303e+06,1.21023e+06,2.87149e+06,3.32332e+06,3.26233e+06,3.11742e+06,883647,1.31587e+06,417941,3.09383e+06,2.86722e+06,293136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,337.294,322.311,1333.28,593.054,118.507,642.717,1500,143.003,725.674,96.5945,162.649,664.119,1500,454.731,167.198,661.185,1232.25,667.833,487.031,150.35,211.982,58.2255,1500,679.068,63.9126,-0,687107,712252,974562,838177,588157,846745,981000,393982,922214,466329,519848,836100,981000,830257,457983,827858,959371,871904,734894,289205,492334,183492,981000,855154,146635,1644.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6.22665e-05,0.00788103,305.347,0.0328775,22.9914,-0,0.0324949,117.019,40.7197,121.496,78.4601,1.37452e-05,0.0585012,82.6684,55.5497,2095.25,0.109828,1.19642,-0,0.0029137,179.338,144.832,156.727,0.0320182,95.4416,-0,0.0239778,11.032,59152.8,33.913,2750.68,-0,15.7293,48834.9,2522.24,41528.4,25742.8,0.00235741,14.3827,10981.4,22120.7,1.13205e+06,61.8134,279.396,-0,3.70272,96163.1,87353.9,22956.5,28.8944,45559.3
 720.00,21-Dec-2016,1025.78,82273,14285.1,3487.44,4000,1000,1000,1000,1000,1000,1000,1031.03,1000,1000,1000,1000,1000,1413.05,1000,1000,1000,1000,1000,1000,1000,1000,1000,1191.92,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3404.48,2409.73,6279.06,3189.44,602.731,6603.6,7782.97,951.409,3919.72,549.92,964.866,4247.98,8294.02,1873.14,816.862,3240.85,6036.55,3360.21,3789.06,847.559,868.055,336.915,8217.98,3478.73,207.111,-0,3.74788e+06,2.96718e+06,3.34276e+06,3.18788e+06,1.76798e+06,4.88621e+06,3.93413e+06,1.11596e+06,3.40424e+06,1.10683e+06,1.47047e+06,3.4654e+06,4.62598e+06,2.12177e+06,1.2184e+06,2.90389e+06,3.38368e+06,3.29593e+06,3.15531e+06,892123,1.32455e+06,421310,3.17601e+06,2.90201e+06,295207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,330.558,316.385,1313.67,585.558,121.094,630.27,1500,140.675,697.298,94.6276,159.366,653.042,1500,445.528,164.157,650.293,1215.13,651.965,478.665,147.923,207.437,56.7272,1500,662.495,62.2554,-0,690413,715416,987699,844032,589368,853048,996000,395389,929187,467275,521441,842631,996000,834712,459625,834361,971522,878423,739681,290684,494408,184059,996000,861779,147258,1658.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6.16444e-05,0.00774651,306.67,0.032344,23.5373,-0,0.0324795,117.008,41.753,121.005,78.7406,1.38289e-05,0.0731336,83.2889,55.935,2078.32,0.108634,1.23166,3.40288e-07,0.00287726,178.095,143.912,162.213,0.0313226,95.436,-0,0.0245942,11.1095,62219.5,34.2365,2986.05,-0,16.0541,50005,2939.77,42738.5,26530.2,0.00249569,15.114,11814.3,22680.1,1.15283e+06,62.8998,291.713,3.40288e-06,3.7315,97944.1,88793,24578.6,29.2076,46513.6
 730.00,31-Dec-2016,1024.33,81067.2,14095.7,3477.89,4000,1000,1000,1000,1000,1000,1000,1025.1,1000,1000,1000,1000,1000,1403.67,1000,1000,1000,1000,1000,1000,1000,1000,1000,1178,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3342.69,2363.38,6082.99,3111.08,577.344,6489.82,7724.21,928.866,3779.1,540.318,948.752,4163.68,8325.25,1837.75,801.976,3187.35,5971.13,3282,3754.28,838.014,849.683,330.454,8246.15,3389.3,201.671,-0,3.7813e+06,2.99082e+06,3.4036e+06,3.21899e+06,1.77376e+06,4.95111e+06,4.01137e+06,1.12525e+06,3.44203e+06,1.11224e+06,1.47996e+06,3.50703e+06,4.70924e+06,2.14014e+06,1.22642e+06,2.93577e+06,3.4434e+06,3.32875e+06,3.19285e+06,900503,1.33305e+06,424615,3.25847e+06,2.9359e+06,297224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,324.188,310.836,1294.76,578.632,117.311,618.44,1500,138.31,669.677,92.6566,156.136,642.29,1500,436.435,161.135,639.387,1198.15,636.23,470.427,145.539,203.017,55.2556,1500,646.288,60.6156,-0,693655,718524,1.00065e+06,849819,590542,859232,1.011e+06,396772,935884,468202,523002,849053,1.011e+06,839077,461236,840754,983503,884786,744385,292139,496438,184612,1.011e+06,868242,147864,1673.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6.10568e-05,0.00761919,308.456,0.0318352,24.0875,-0,0.0324713,117.045,42.666,120.496,78.9352,1.39101e-05,0.0916347,83.9525,56.3431,2061.49,0.107448,1.2667,1.81401e-06,0.00284141,176.805,142.998,167.603,0.0306422,95.4391,-0,0.0252048,11.1857,65304.1,34.5548,3226.93,-0,16.3789,51175.4,3366.43,43943.4,27319.6,0.0026348,16.0304,12653.8,23243.5,1.17345e+06,63.9743,304.38,2.15429e-05,3.75991,99712.1,90223,26254.6,29.514,47468
 740.00,10-Jan-2017,1024.33,80036.4,13916.6,3484.54,4000,1000,1000,1000,1000,1000,1000,1018.44,1000,1000,1000,1000,1000,1393.71,1000,1000,1000,1000,1000,1000,1000,1000,1000,1164.41,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3285.09,2318.94,5899.31,3036.05,556.515,6378.62,7683.07,907.416,3747.17,530.915,930.702,4080.89,8365.76,1803.12,787.336,3133.62,5906.54,3203.53,3719.51,828.361,833.192,324.282,8277.31,3302.99,196.176,-0,3.81415e+06,3.01401e+06,3.46259e+06,3.24935e+06,1.77932e+06,5.0149e+06,4.0882e+06,1.13432e+06,3.47951e+06,1.11755e+06,1.48927e+06,3.54784e+06,4.79289e+06,2.15818e+06,1.23429e+06,2.9671e+06,3.50246e+06,3.36079e+06,3.23005e+06,908787,1.34138e+06,427858,3.34125e+06,2.96894e+06,299186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,318.164,305.614,1276.21,571.987,113.399,607.016,1500,135.922,648.189,90.5513,153.056,631.628,1500,427.348,158.141,628.769,1181.54,620.858,462.548,143.242,198.802,53.8509,1500,630.699,59.0411,-0,696836,721580,1.01341e+06,855539,591676,865303,1.026e+06,398131,942366,469108,524533,855370,1.026e+06,843350,462817,847042,995319,890994,749010,293572,498426,185150,1.026e+06,874549,148454,1687.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,6.04686e-05,0.0074975,310.332,0.0313437,26.459,-0,0.0324938,116.997,59.2496,119.803,78.1583,1.39742e-05,0.117239,84.5759,56.7146,2044.85,0.106278,1.30071,3.1736e-06,0.00280623,175.449,142.033,172.891,0.0299813,95.3969,-0,0.0258095,11.2607,68407.4,34.8683,3491.52,-0,16.7038,52345.4,3958.93,45141.5,28101.2,0.00277454,17.2028,13499.6,23810.6,1.1939e+06,65.037,317.387,5.32789e-05,3.78797,101467,91643.3,27983.6,29.8138,48422
 750.00,20-Jan-2017,1024.13,79044.4,13746.7,3477.65,4000,1000,1000,1000,1000,1000,1000,1009.8,1000,1000,1000,1000,1000,1382.94,1000,1000,1000,1000,1000,1000,1000,1000,1000,1151.75,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3229.28,2275.79,5723.25,2962.65,538.886,6270.37,7678.59,886.507,3693.9,521.375,912.386,3999.03,8427.35,1768.35,772.856,3079.19,5842.74,3124.88,3684.86,818.744,817.668,317.991,8287.33,3219.98,190.475,-0,3.84645e+06,3.03676e+06,3.51982e+06,3.27898e+06,1.78471e+06,5.0776e+06,4.16499e+06,1.14318e+06,3.51644e+06,1.12276e+06,1.49839e+06,3.58783e+06,4.87717e+06,2.17586e+06,1.24202e+06,2.9979e+06,3.56089e+06,3.39204e+06,3.2669e+06,916974,1.34956e+06,431038,3.42412e+06,3.00113e+06,301090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,312.388,300.628,1257.91,565.588,109.64,595.87,1500,133.489,632.93,88.3832,149.955,621.05,1500,418.301,155.169,618.27,1165,605.854,454.824,141.012,194.691,52.4849,1500,615.724,57.5001,-0,699960,724587,1.02599e+06,861194,592772,871261,1.041e+06,399466,948695,469991,526033,861580,1.041e+06,847533,464369,853225,1.00697e+06,897053,753559,294982,500373,185675,1.041e+06,880706,149029,1701.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.98999e-05,0.00738022,312.291,0.0308647,29.3822,-0,0.0325854,116.916,61.6654,119.061,77.681,1.40335e-05,0.187605,85.2113,57.0421,2028.42,0.105116,1.33444,4.48715e-06,0.00277182,174.058,141.068,177.764,0.0293445,95.356,-0,0.0264085,11.3345,71530.3,35.1769,3785.34,-0,17.0296,53514.5,4575.58,46332.1,28878,0.00291487,19.0788,14351.7,24381.1,1.21418e+06,66.0882,330.732,9.81504e-05,3.81569,103207,93054,29761.2,30.1073,49375.6
 760.00,30-Jan-2017,1023.76,78071.7,13582.4,3469.51,4000,1000,1000,1000,1000,1000,1000,1000.61,1000,1000,1000,1000,1000,1371.57,1000,1000,1000,1000,1000,1000,1000,1000,1000,1139.36,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3175.37,2233.91,5556.51,2891.2,522.673,6169.08,7674.84,866.161,3633.2,511.742,894.186,3918.12,8486.92,1733.71,758.5,3024.32,5779.74,3046.62,3650.14,809.142,802.29,311.426,8297.99,3139.29,184.609,-0,3.8782e+06,3.0591e+06,3.57539e+06,3.30789e+06,1.78994e+06,5.13929e+06,4.24173e+06,1.15185e+06,3.55278e+06,1.12788e+06,1.50734e+06,3.62701e+06,4.96204e+06,2.1932e+06,1.24961e+06,3.02814e+06,3.61869e+06,3.4225e+06,3.3034e+06,925066,1.35758e+06,434152,3.5071e+06,3.03253e+06,302936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,306.877,295.847,1239.87,559.381,106.225,584.998,1500,131.057,619.567,86.2356,146.857,610.6,1500,409.367,152.25,608.013,1148.76,591.194,447.332,138.853,190.717,51.1643,1500,601.265,56.0046,-0,703029,727545,1.03839e+06,866788,593834,877111,1.056e+06,400776,954891,470854,527501,867686,1.056e+06,851627,465892,859305,1.01846e+06,902965,758032,296370,502280,186187,1.056e+06,886719,149589,1715.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.93422e-05,0.00726673,314.241,0.0303962,32.085,-0,0.0326878,116.808,63.0066,118.313,77.2393,1.40848e-05,0.366598,85.8252,57.3263,2012.18,0.10397,1.3676,5.73493e-06,0.00273815,172.635,140.089,182.52,0.0287258,95.3015,-0,0.0270019,11.4071,74672.7,35.4809,4106.19,-0,17.3565,54682.6,5205.65,47515.2,29650.4,0.00305572,22.7448,15210,24954.3,1.2343e+06,67.1279,344.408,0.0001555,3.84307,104934,94454.9,31586.4,30.3945,50328.6
 770.00,09-Feb-2017,1022.89,76947.6,13398.3,3460.49,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1359.1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1127.18,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3123.22,2193.5,5399.33,2822.4,507.651,6071.7,7498.63,846.278,3573.11,502.063,876.458,3838.55,8540.37,1699.1,744.285,2969.22,5717.57,2968.92,3615.35,799.571,786.785,304.735,8309.9,3060.27,178.626,-0,3.90943e+06,3.08104e+06,3.62938e+06,3.33612e+06,1.79502e+06,5.20001e+06,4.31672e+06,1.16031e+06,3.58851e+06,1.1329e+06,1.5161e+06,3.6654e+06,5.04744e+06,2.21019e+06,1.25705e+06,3.05783e+06,3.67586e+06,3.45219e+06,3.33955e+06,933061,1.36545e+06,437199,3.5902e+06,3.06313e+06,304723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,301.624,291.313,1222.49,553.416,103.171,574.756,1473.28,128.684,608.074,84.1719,143.799,600.402,1500,400.617,149.385,597.966,1132.84,576.876,440.069,136.764,186.923,49.8873,1500,587.223,54.5591,-0,706045,730458,1.05061e+06,872322,594866,882859,1.07073e+06,402063,960972,471695,528939,873690,1.071e+06,855633,467385,865285,1.02978e+06,908733,762433,297738,504150,186686,1.071e+06,892591,150135,1730.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.87958e-05,0.0071579,315.899,0.0299463,34.4706,-0,0.032131,116.714,63.97,117.613,76.8182,1.41284e-05,0.614451,86.43,57.58,1996.13,0.102841,1.40012,6.91918e-06,0.00270521,171.21,139.102,187.11,0.028121,95.2261,-0,0.0275899,11.4787,77831.7,35.7803,4450.89,-0,17.6778,55849.8,5845.35,48691.3,30418.6,0.00319701,28.8893,16074.3,25530.1,1.25426e+06,68.1563,358.409,0.000224692,3.87012,106646,95845.9,33457.5,30.6757,51280.8
 780.00,19-Feb-2017,1021.71,75843.1,13221.2,3451.07,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1344.65,1000,1000,1000,1000,1000,1000,1000,1000,1000,1115.24,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3073.26,2154.86,5250.77,2756.28,493.494,5979.45,7318.38,826.849,3514.33,492.42,859.367,3760.78,8588.32,1664.5,730.162,2913.82,5656.83,2891.89,3580.6,790.049,771.636,298.02,8321.39,2982.87,172.748,-0,3.94016e+06,3.10259e+06,3.68189e+06,3.36368e+06,1.79995e+06,5.2598e+06,4.3899e+06,1.16858e+06,3.62365e+06,1.13782e+06,1.52469e+06,3.70301e+06,5.13332e+06,2.22683e+06,1.26435e+06,3.08697e+06,3.73243e+06,3.48111e+06,3.37536e+06,940962,1.37317e+06,440179,3.67341e+06,3.09296e+06,306450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,296.666,287.062,1205.92,547.693,100.47,565.191,1446.73,126.392,598.166,82.207,140.813,590.557,1500,392.109,146.582,588.108,1117.22,562.91,433.04,134.742,183.27,48.6522,1500,573.553,53.1629,-0,709012,733329,1.06267e+06,877799,595870,888511,1.0852e+06,403327,966953,472518,530347,879596,1.086e+06,859554,468851,871166,1.04096e+06,914363,766763,299085,505982,187172,1.086e+06,898327,150666,1743.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.82643e-05,0.00705459,317.328,0.0295192,36.4716,-0,0.0315707,116.653,64.7646,116.959,76.4024,1.41648e-05,0.987226,87.0482,57.8144,1980.41,0.101733,1.43201,8.04342e-06,0.002673,169.769,138.105,191.617,0.0275301,95.1146,-0,0.0281725,11.5493,81005,36.0755,4815.61,-0,17.9935,57016.3,6492.99,49860.9,31182.6,0.00333865,38.7616,16944.8,26108.3,1.27407e+06,69.1737,372.729,0.000305126,3.89685,108343,97227,35373.7,30.951,52232
 790.00,01-Mar-2017,1021.3,74841.7,13051.8,3445.74,4000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1329.69,1000,1000,1000,1000,1000,1000,1000,1000,1000,1103.5,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,3025.26,2117.81,5110.16,2692.35,480.215,5891.61,7159.21,807.997,3456.31,482.91,842.938,3683.61,8665.62,1630.21,716.048,2858.39,5593.16,2847.89,3544.55,780.509,757.231,291.496,8332.39,2906.76,167.07,-0,3.97042e+06,3.12376e+06,3.73299e+06,3.3906e+06,1.80475e+06,5.31872e+06,4.4615e+06,1.17666e+06,3.65821e+06,1.14265e+06,1.53312e+06,3.73984e+06,5.21998e+06,2.24313e+06,1.27151e+06,3.11555e+06,3.78836e+06,3.50959e+06,3.4108e+06,948767,1.38074e+06,443094,3.75674e+06,3.12203e+06,308121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,291.982,283.073,1190.06,542.193,98.0687,556.18,1421.49,124.185,589.245,80.3387,137.905,580.868,1500,383.605,143.809,578.399,1101.22,551.126,426.085,132.757,179.736,47.4577,1500,560.245,51.819,-0,711932,736160,1.07457e+06,883221,596851,894073,1.09942e+06,404569,972846,473321,531726,885404,1.101e+06,863390,470289,876950,1.05197e+06,919874,771024,300413,507780,187647,1.101e+06,903929,151185,1757.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,5.77479e-05,0.00695634,318.635,0.0291154,38.1779,-0,0.0310647,116.665,65.4681,116.337,75.9765,1.41945e-05,1.46947,87.5851,58.0359,1964.86,0.100582,5.83921,9.11262e-06,0.00264113,168.314,137.094,196.099,0.0269512,94.9802,-0,0.02875,11.6188,84191.4,36.3667,5197.39,-0,18.3042,58182.9,7147.67,51024.3,31942.3,0.0034806,53.4563,17820.6,26688.6,1.29372e+06,70.1795,431.121,0.000396252,3.92327,110026,98597.9,37334.6,31.2205,53181.8
